param_name,true,prior,estimated,abs_err,rel_err_pct
tree_alloc_ass,0.0865034792983441,0.2623450692891942,0.06793704,0.01856644045948072,-21.46322969905805
tree_alloc_abg,0.1930302750947793,0.5000067449518385,0.40945768,0.21642740846845313,112.12096566830549
tree_sla,189.46514433853972,174.9913717668777,155.8074,33.65774077408659,-17.76460830913909
tree_lue,0.0530667205414982,0.05000691973287948,0.06809183,0.015025111559846864,28.313623692078767
tree_pmax,11.418093829566244,19.0011720912785,16.190271,4.772177547997233,41.794870660810815
tree_topt,22.925072775538208,22.500278639056837,11.640024,11.285048590357544,-49.225791781996236
tree_tmin,10.867197723076218,7.499126733755644,-3.6879852,14.55518290488469,-133.93685544137224
tree_tmax,32.04813531838409,37.497662029781985,43.659264,11.611128292455753,36.23027729103211
tree_rmf0,0.9928414616474456,1.0048024949777887,0.6652422,0.32759926651805105,-32.99613071904327
tree_qTf0,2.4713966964483003,2.000021452538422,2.2978108,0.17358590352532666,-7.0237976677233105
tree_qTc0,2.456809167199226,2.0000529980541044,1.5507722,0.9060369771052317,-36.878606169404605
tree_qTr0,2.215414936406286,2.000050645222689,1.5086432,0.706771786076696,-31.90245648624086
tree_lf0,0.0954867580837286,0.04999877041430515,0.012370224,0.08311653397294645,-87.0450894354009
tree_lc0,0.0125216193887324,0.04999030601704858,0.048051614,0.035529994925585305,283.74920066295124
tree_lr0,0.0663087169357218,0.049971131572774004,0.029116,0.037192717818228166,-56.090239016812774
c3_alloc_ass,0.4794822921266673,0.2532757022014059,0.42914835,0.050333945940983116,-10.497560966795023
c3_alloc_abg,0.8263460555446963,0.4999509811132826,0.42914835,0.3971977093590121,-48.06675202160846
c3_sla,215.7671086956436,174.98518983917216,233.99895,18.231838447911088,8.449776501212945
c3_lue,0.0410435245150318,0.050004088167497074,0.0383231,0.002720423858760819,-6.628143881172996
c3_pmax,16.065053987677253,19.00058834723388,29.382734,13.317680311028802,82.89844728342754
c3_topt,33.420018892209924,22.50064533262673,33.640377,0.22035815246781,0.6593597483548239
c3_tmin,-1.9355519137089403,7.499907418585361,10.76258,12.698131831616655,-656.0470810252906
c3_tmax,27.79776743308125,37.49993516079836,49.070774,21.27300664528789,76.52775244090843
c3_rmf0,0.5651594541544749,1.0049552866735079,0.10595023,0.4592092252845599,-81.25303786549492
c3_qTf0,2.224152434650505,1.9998817150843309,2.071924,0.1522284634743576,-6.844335896351375
c3_qTc0,2.343277196378526,1.9998502373992249,1.8396437,0.5036334795663922,-21.492697506925115
c3_qTr0,2.277648231732498,1.9999870880665103,2.463973,0.1863248136166229,8.180579029751865
c3_lf0,0.0130881337883526,0.049994631308997166,0.045558963,0.03247082918261946,248.09365267579952
c3_lc0,0.0003154043180562,0.05001684124879427,0.07397625,0.07366084418467513,23354.41842985483
c3_lr0,0.0720860862891485,0.05001714921994729,0.06937008,0.0027160027782728025,-3.767721231776258
soil_sr_lf,1.0413002023863678,1.5046625365896875,0.58446395,0.456836248414505,-43.87171416730396
soil_sr_lc,2.413936363838708,1.5046410562836554,0.6426105,1.771325873516595,-73.37914536818128
soil_sr_lr,1.5562992579876849,1.5049176165746543,2.49961,0.943310689216905,60.61242298840507
soil_f_co2_lf,0.8125461315496643,0.6000097350521011,0.84937084,0.03682470566194462,4.532014150595193
soil_f_co2_lc,0.5630457225544061,0.5999036796649979,0.87700975,0.3139640268581305,55.761728449645176
soil_f_co2_lr,0.821402437446471,0.6000378482396479,0.766141,0.055261440036650455,-6.727693700111733
